Archivo: ../pos/10000_8.txt, Es: Positivo, Negative: 8, Positive: 1, Very negative: 0, Very positive: 0, Neutral: 4, Suma: -7
Archivo: ../pos/12103_7.txt, Es: Positivo, Negative: 4, Positive: 5, Very negative: 0, Very positive: 0, Neutral: 1, Suma: 1
Archivo: ../pos/12104_7.txt, Es: Positivo, Negative: 2, Positive: 3, Very negative: 0, Very positive: 0, Neutral: 1, Suma: 1
Archivo: ../pos/12105_10.txt, Es: Positivo, Negative: 6, Positive: 6, Very negative: 0, Very positive: 4, Neutral: 1, Suma: 8
Archivo: ../pos/12106_10.txt, Es: Positivo, Negative: 0, Positive: 1, Very negative: 0, Very positive: 2, Neutral: 0, Suma: 5
Archivo: ../pos/12107_10.txt, Es: Positivo, Negative: 9, Positive: 3, Very negative: 0, Very positive: 0, Neutral: 4, Suma: -6
Archivo: ../pos/12108_9.txt, Es: Positivo, Negative: 7, Positive: 6, Very negative: 0, Very positive: 0, Neutral: 3, Suma: -1
Archivo: ../pos/12109_10.txt, Es: Positivo, Negative: 3, Positive: 0, Very negative: 0, Very positive: 3, Neutral: 2, Suma: 3
Archivo: ../pos/1210_8.txt, Es: Positivo, Negative: 2, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 1, Suma: 0
Archivo: ../pos/12110_8.txt, Es: Positivo, Negative: 4, Positive: 5, Very negative: 0, Very positive: 1, Neutral: 2, Suma: 3
Archivo: ../pos/12111_7.txt, Es: Positivo, Negative: 3, Positive: 0, Very negative: 0, Very positive: 1, Neutral: 2, Suma: -1
Archivo: ../pos/12112_10.txt, Es: Positivo, Negative: 3, Positive: 5, Very negative: 0, Very positive: 1, Neutral: 0, Suma: 4
Archivo: ../pos/12113_8.txt, Es: Positivo, Negative: 1, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 0, Suma: 1
Archivo: ../pos/12114_7.txt, Es: Positivo, Negative: 3, Positive: 1, Very negative: 0, Very positive: 0, Neutral: 0, Suma: -2
Archivo: ../pos/12115_10.txt, Es: Positivo, Negative: 3, Positive: 4, Very negative: 1, Very positive: 0, Neutral: 2, Suma: -1
Archivo: ../pos/12116_9.txt, Es: Positivo, Negative: 9, Positive: 2, Very negative: 1, Very positive: 1, Neutral: 1, Suma: -7
Archivo: ../pos/12117_7.txt, Es: Positivo, Negative: 5, Positive: 2, Very negative: 1, Very positive: 0, Neutral: 0, Suma: -5
Archivo: ../pos/12118_7.txt, Es: Positivo, Negative: 10, Positive: 6, Very negative: 1, Very positive: 0, Neutral: 0, Suma: -6
Archivo: ../pos/12119_7.txt, Es: Positivo, Negative: 9, Positive: 7, Very negative: 0, Very positive: 0, Neutral: 2, Suma: -2
Archivo: ../pos/1211_7.txt, Es: Positivo, Negative: 1, Positive: 3, Very negative: 0, Very positive: 2, Neutral: 0, Suma: 6
Archivo: ../pos/12120_10.txt, Es: Positivo, Negative: 19, Positive: 10, Very negative: 0, Very positive: 0, Neutral: 2, Suma: -9
Archivo: ../pos/12121_7.txt, Es: Positivo, Negative: 7, Positive: 4, Very negative: 1, Very positive: 1, Neutral: 3, Suma: -3
Archivo: ../pos/12122_7.txt, Es: Positivo, Negative: 5, Positive: 3, Very negative: 0, Very positive: 0, Neutral: 0, Suma: -2
Archivo: ../pos/12123_8.txt, Es: Positivo, Negative: 23, Positive: 7, Very negative: 1, Very positive: 1, Neutral: 6, Suma: -16
Archivo: ../pos/12124_8.txt, Es: Positivo, Negative: 9, Positive: 7, Very negative: 0, Very positive: 1, Neutral: 1, Suma: 0
Archivo: ../pos/12125_8.txt, Es: Positivo, Negative: 2, Positive: 1, Very negative: 0, Very positive: 1, Neutral: 1, Suma: 1
Archivo: ../pos/12126_8.txt, Es: Positivo, Negative: 3, Positive: 4, Very negative: 0, Very positive: 1, Neutral: 4, Suma: 3
Archivo: ../pos/12127_8.txt, Es: Positivo, Negative: 4, Positive: 3, Very negative: 3, Very positive: 1, Neutral: 1, Suma: -5
Archivo: ../pos/12128_8.txt, Es: Positivo, Negative: 4, Positive: 11, Very negative: 0, Very positive: 1, Neutral: 1, Suma: 9
Archivo: ../pos/12129_7.txt, Es: Positivo, Negative: 5, Positive: 5, Very negative: 0, Very positive: 0, Neutral: 1, Suma: 0
Archivo: ../pos/1212_8.txt, Es: Positivo, Negative: 3, Positive: 5, Very negative: 1, Very positive: 1, Neutral: 1, Suma: 2
Archivo: ../pos/12130_7.txt, Es: Positivo, Negative: 7, Positive: 5, Very negative: 0, Very positive: 2, Neutral: 3, Suma: 2
Archivo: ../pos/12131_7.txt, Es: Positivo, Negative: 7, Positive: 4, Very negative: 0, Very positive: 0, Neutral: 1, Suma: -3
Archivo: ../pos/12132_10.txt, Es: Positivo, Negative: 4, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 0, Suma: -2
Archivo: ../pos/12133_7.txt, Es: Positivo, Negative: 25, Positive: 7, Very negative: 0, Very positive: 0, Neutral: 13, Suma: -18
Archivo: ../pos/12134_8.txt, Es: Positivo, Negative: 21, Positive: 7, Very negative: 1, Very positive: 0, Neutral: 4, Suma: -16
Archivo: ../pos/12135_10.txt, Es: Positivo, Negative: 11, Positive: 14, Very negative: 0, Very positive: 0, Neutral: 6, Suma: 3
Archivo: ../pos/12136_9.txt, Es: Positivo, Negative: 17, Positive: 5, Very negative: 1, Very positive: 0, Neutral: 3, Suma: -14
Archivo: ../pos/12137_10.txt, Es: Positivo, Negative: 3, Positive: 9, Very negative: 0, Very positive: 0, Neutral: 0, Suma: 6
Archivo: ../pos/12138_7.txt, Es: Positivo, Negative: 7, Positive: 7, Very negative: 0, Very positive: 0, Neutral: 0, Suma: 0
Archivo: ../pos/12139_10.txt, Es: Positivo, Negative: 4, Positive: 4, Very negative: 0, Very positive: 0, Neutral: 1, Suma: 0
Archivo: ../pos/1213_10.txt, Es: Positivo, Negative: 7, Positive: 6, Very negative: 0, Very positive: 0, Neutral: 4, Suma: -1
Archivo: ../pos/12140_8.txt, Es: Positivo, Negative: 17, Positive: 4, Very negative: 1, Very positive: 0, Neutral: 2, Suma: -15
Archivo: ../pos/12141_8.txt, Es: Positivo, Negative: 11, Positive: 5, Very negative: 0, Very positive: 0, Neutral: 1, Suma: -6
Archivo: ../pos/12142_9.txt, Es: Positivo, Negative: 7, Positive: 3, Very negative: 2, Very positive: 0, Neutral: 1, Suma: -8
Archivo: ../pos/12143_8.txt, Es: Positivo, Negative: 4, Positive: 1, Very negative: 0, Very positive: 1, Neutral: 0, Suma: -1
Archivo: ../pos/12144_8.txt, Es: Positivo, Negative: 7, Positive: 7, Very negative: 0, Very positive: 2, Neutral: 1, Suma: 4
Archivo: ../pos/12145_10.txt, Es: Positivo, Negative: 0, Positive: 3, Very negative: 0, Very positive: 1, Neutral: 0, Suma: 5
Archivo: ../pos/12146_7.txt, Es: Positivo, Negative: 12, Positive: 1, Very negative: 0, Very positive: 2, Neutral: 2, Suma: -7
Archivo: ../pos/12147_10.txt, Es: Positivo, Negative: 3, Positive: 3, Very negative: 0, Very positive: 1, Neutral: 1, Suma: 2
Archivo: ../pos/12148_10.txt, Es: Positivo, Negative: 2, Positive: 2, Very negative: 0, Very positive: 2, Neutral: 1, Suma: 4
Archivo: ../pos/12149_10.txt, Es: Positivo, Negative: 0, Positive: 2, Very negative: 0, Very positive: 2, Neutral: 1, Suma: 6
Archivo: ../pos/1214_10.txt, Es: Positivo, Negative: 10, Positive: 2, Very negative: 0, Very positive: 1, Neutral: 4, Suma: -6
Archivo: ../pos/12150_7.txt, Es: Positivo, Negative: 6, Positive: 3, Very negative: 0, Very positive: 0, Neutral: 2, Suma: -3
Archivo: ../pos/12151_10.txt, Es: Positivo, Negative: 7, Positive: 3, Very negative: 1, Very positive: 0, Neutral: 4, Suma: -6
Archivo: ../pos/12152_9.txt, Es: Positivo, Negative: 4, Positive: 3, Very negative: 0, Very positive: 1, Neutral: 0, Suma: 1
Archivo: ../pos/12153_10.txt, Es: Positivo, Negative: 1, Positive: 0, Very negative: 0, Very positive: 0, Neutral: 0, Suma: -1
Archivo: ../pos/12154_7.txt, Es: Positivo, Negative: 5, Positive: 3, Very negative: 0, Very positive: 0, Neutral: 1, Suma: -2
Archivo: ../pos/12155_7.txt, Es: Positivo, Negative: 7, Positive: 3, Very negative: 1, Very positive: 1, Neutral: 1, Suma: -4
Archivo: ../pos/12156_8.txt, Es: Positivo, Negative: 13, Positive: 6, Very negative: 0, Very positive: 1, Neutral: 2, Suma: -5
Archivo: ../pos/12157_9.txt, Es: Positivo, Negative: 6, Positive: 2, Very negative: 0, Very positive: 2, Neutral: 2, Suma: 0
Archivo: ../pos/12158_7.txt, Es: Positivo, Negative: 5, Positive: 8, Very negative: 2, Very positive: 2, Neutral: 1, Suma: 3
Archivo: ../pos/12159_7.txt, Es: Positivo, Negative: 11, Positive: 6, Very negative: 0, Very positive: 0, Neutral: 5, Suma: -5
Archivo: ../pos/1215_10.txt, Es: Positivo, Negative: 6, Positive: 6, Very negative: 0, Very positive: 1, Neutral: 1, Suma: 2
Archivo: ../pos/12160_10.txt, Es: Positivo, Negative: 3, Positive: 4, Very negative: 0, Very positive: 3, Neutral: 0, Suma: 7
Archivo: ../pos/12161_7.txt, Es: Positivo, Negative: 2, Positive: 1, Very negative: 1, Very positive: 0, Neutral: 4, Suma: -3
Archivo: ../pos/12162_8.txt, Es: Positivo, Negative: 4, Positive: 8, Very negative: 1, Very positive: 0, Neutral: 3, Suma: 2
Archivo: ../pos/12163_8.txt, Es: Positivo, Negative: 1, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 1, Suma: 1
Archivo: ../pos/12164_9.txt, Es: Positivo, Negative: 3, Positive: 5, Very negative: 0, Very positive: 0, Neutral: 1, Suma: 2
Archivo: ../pos/12165_10.txt, Es: Positivo, Negative: 6, Positive: 2, Very negative: 2, Very positive: 0, Neutral: 0, Suma: -8
Archivo: ../pos/12166_10.txt, Es: Positivo, Negative: 3, Positive: 6, Very negative: 0, Very positive: 0, Neutral: 1, Suma: 3
Archivo: ../pos/12167_10.txt, Es: Positivo, Negative: 7, Positive: 5, Very negative: 1, Very positive: 0, Neutral: 5, Suma: -4
Archivo: ../pos/12168_10.txt, Es: Positivo, Negative: 7, Positive: 3, Very negative: 0, Very positive: 0, Neutral: 0, Suma: -4
Archivo: ../pos/12169_7.txt, Es: Positivo, Negative: 5, Positive: 2, Very negative: 0, Very positive: 2, Neutral: 2, Suma: 1
Archivo: ../pos/1216_10.txt, Es: Positivo, Negative: 8, Positive: 9, Very negative: 0, Very positive: 3, Neutral: 2, Suma: 7
Archivo: ../pos/12170_8.txt, Es: Positivo, Negative: 10, Positive: 16, Very negative: 0, Very positive: 2, Neutral: 2, Suma: 10
Archivo: ../pos/12171_7.txt, Es: Positivo, Negative: 13, Positive: 10, Very negative: 1, Very positive: 1, Neutral: 1, Suma: -3
Archivo: ../pos/12172_7.txt, Es: Positivo, Negative: 7, Positive: 5, Very negative: 0, Very positive: 1, Neutral: 2, Suma: 0
Archivo: ../pos/12173_8.txt, Es: Positivo, Negative: 4, Positive: 5, Very negative: 0, Very positive: 1, Neutral: 4, Suma: 3
Archivo: ../pos/12174_7.txt, Es: Positivo, Negative: 5, Positive: 5, Very negative: 1, Very positive: 1, Neutral: 0, Suma: 0
Archivo: ../pos/12175_7.txt, Es: Positivo, Negative: 9, Positive: 3, Very negative: 0, Very positive: 1, Neutral: 5, Suma: -4
Archivo: ../pos/12176_8.txt, Es: Positivo, Negative: 9, Positive: 5, Very negative: 0, Very positive: 3, Neutral: 4, Suma: 2
Archivo: ../pos/12177_7.txt, Es: Positivo, Negative: 6, Positive: 5, Very negative: 0, Very positive: 0, Neutral: 3, Suma: -1
Archivo: ../pos/12178_7.txt, Es: Positivo, Negative: 5, Positive: 1, Very negative: 0, Very positive: 0, Neutral: 0, Suma: -4
Archivo: ../pos/12179_8.txt, Es: Positivo, Negative: 5, Positive: 3, Very negative: 0, Very positive: 0, Neutral: 1, Suma: -2
Archivo: ../pos/1217_10.txt, Es: Positivo, Negative: 5, Positive: 1, Very negative: 2, Very positive: 0, Neutral: 3, Suma: -8
Archivo: ../pos/12180_10.txt, Es: Positivo, Negative: 1, Positive: 3, Very negative: 0, Very positive: 1, Neutral: 2, Suma: 4
Archivo: ../pos/12181_8.txt, Es: Positivo, Negative: 7, Positive: 7, Very negative: 0, Very positive: 0, Neutral: 2, Suma: 0
Archivo: ../pos/12182_8.txt, Es: Positivo, Negative: 8, Positive: 2, Very negative: 0, Very positive: 1, Neutral: 2, Suma: -4
Archivo: ../pos/12183_10.txt, Es: Positivo, Negative: 5, Positive: 8, Very negative: 0, Very positive: 0, Neutral: 4, Suma: 3
Archivo: ../pos/12184_10.txt, Es: Positivo, Negative: 3, Positive: 2, Very negative: 0, Very positive: 2, Neutral: 1, Suma: 3
Archivo: ../pos/12185_9.txt, Es: Positivo, Negative: 1, Positive: 6, Very negative: 0, Very positive: 0, Neutral: 0, Suma: 5
Archivo: ../pos/12186_9.txt, Es: Positivo, Negative: 27, Positive: 12, Very negative: 1, Very positive: 0, Neutral: 11, Suma: -17
Archivo: ../pos/12187_9.txt, Es: Positivo, Negative: 8, Positive: 4, Very negative: 0, Very positive: 0, Neutral: 0, Suma: -4
Archivo: ../pos/12188_10.txt, Es: Positivo, Negative: 2, Positive: 5, Very negative: 0, Very positive: 0, Neutral: 1, Suma: 3
Archivo: ../pos/12189_7.txt, Es: Positivo, Negative: 24, Positive: 11, Very negative: 1, Very positive: 1, Neutral: 6, Suma: -13
Archivo: ../pos/1218_8.txt, Es: Positivo, Negative: 4, Positive: 3, Very negative: 0, Very positive: 0, Neutral: 0, Suma: -1
Archivo: ../pos/12190_7.txt, Es: Positivo, Negative: 14, Positive: 10, Very negative: 0, Very positive: 2, Neutral: 1, Suma: 0
Archivo: ../pos/12191_7.txt, Es: Positivo, Negative: 15, Positive: 5, Very negative: 1, Very positive: 0, Neutral: 3, Suma: -12
Archivo: ../pos/12192_7.txt, Es: Positivo, Negative: 10, Positive: 3, Very negative: 0, Very positive: 0, Neutral: 1, Suma: -7
Archivo: ../pos/12193_10.txt, Es: Positivo, Negative: 1, Positive: 3, Very negative: 0, Very positive: 1, Neutral: 0, Suma: 4
Archivo: ../pos/12194_10.txt, Es: Positivo, Negative: 0, Positive: 0, Very negative: 1, Very positive: 0, Neutral: 5, Suma: -2
Archivo: ../pos/12195_8.txt, Es: Positivo, Negative: 8, Positive: 6, Very negative: 1, Very positive: 2, Neutral: 5, Suma: 0
Archivo: ../pos/12196_10.txt, Es: Positivo, Negative: 8, Positive: 1, Very negative: 0, Very positive: 1, Neutral: 8, Suma: -5
Archivo: ../pos/12198_10.txt, Es: Positivo, Negative: 24, Positive: 6, Very negative: 1, Very positive: 0, Neutral: 6, Suma: -20
Archivo: ../pos/12199_9.txt, Es: Positivo, Negative: 17, Positive: 3, Very negative: 1, Very positive: 1, Neutral: 7, Suma: -14
Archivo: ../pos/1219_10.txt, Es: Positivo, Negative: 3, Positive: 0, Very negative: 0, Very positive: 2, Neutral: 0, Suma: 1
Archivo: ../pos/121_10.txt, Es: Positivo, Negative: 6, Positive: 2, Very negative: 0, Very positive: 1, Neutral: 1, Suma: -2
Archivo: ../pos/12200_8.txt, Es: Positivo, Negative: 10, Positive: 3, Very negative: 0, Very positive: 0, Neutral: 4, Suma: -7
Archivo: ../pos/12201_8.txt, Es: Positivo, Negative: 8, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 0, Suma: -6
Archivo: ../pos/12202_9.txt, Es: Positivo, Negative: 8, Positive: 4, Very negative: 0, Very positive: 0, Neutral: 1, Suma: -4
Archivo: ../pos/12203_10.txt, Es: Positivo, Negative: 0, Positive: 2, Very negative: 0, Very positive: 2, Neutral: 0, Suma: 6
Archivo: ../pos/12204_8.txt, Es: Positivo, Negative: 8, Positive: 1, Very negative: 0, Very positive: 3, Neutral: 2, Suma: -1
Archivo: ../pos/12205_8.txt, Es: Positivo, Negative: 17, Positive: 10, Very negative: 0, Very positive: 0, Neutral: 5, Suma: -7
Archivo: ../pos/12206_9.txt, Es: Positivo, Negative: 6, Positive: 7, Very negative: 0, Very positive: 2, Neutral: 1, Suma: 5
Archivo: ../pos/12207_8.txt, Es: Positivo, Negative: 2, Positive: 0, Very negative: 0, Very positive: 0, Neutral: 0, Suma: -2
Archivo: ../pos/12208_8.txt, Es: Positivo, Negative: 11, Positive: 2, Very negative: 7, Very positive: 0, Neutral: 2, Suma: -23
Archivo: ../pos/12209_7.txt, Es: Positivo, Negative: 2, Positive: 0, Very negative: 0, Very positive: 3, Neutral: 0, Suma: 4
Archivo: ../pos/1220_9.txt, Es: Positivo, Negative: 4, Positive: 5, Very negative: 0, Very positive: 0, Neutral: 3, Suma: 1
Archivo: ../pos/12210_9.txt, Es: Positivo, Negative: 1, Positive: 3, Very negative: 0, Very positive: 0, Neutral: 0, Suma: 2
Archivo: ../pos/12211_10.txt, Es: Positivo, Negative: 0, Positive: 2, Very negative: 0, Very positive: 4, Neutral: 0, Suma: 10
Archivo: ../pos/12212_10.txt, Es: Positivo, Negative: 5, Positive: 2, Very negative: 0, Very positive: 1, Neutral: 3, Suma: -1
Archivo: ../pos/12213_10.txt, Es: Positivo, Negative: 1, Positive: 0, Very negative: 0, Very positive: 1, Neutral: 1, Suma: 1
Archivo: ../pos/12214_10.txt, Es: Positivo, Negative: 1, Positive: 2, Very negative: 0, Very positive: 1, Neutral: 0, Suma: 3
Archivo: ../pos/12215_10.txt, Es: Positivo, Negative: 0, Positive: 2, Very negative: 0, Very positive: 3, Neutral: 1, Suma: 8
Archivo: ../pos/12216_8.txt, Es: Positivo, Negative: 6, Positive: 4, Very negative: 0, Very positive: 1, Neutral: 0, Suma: 0
Archivo: ../pos/12217_10.txt, Es: Positivo, Negative: 7, Positive: 8, Very negative: 0, Very positive: 0, Neutral: 0, Suma: 1
Archivo: ../pos/12218_7.txt, Es: Positivo, Negative: 14, Positive: 7, Very negative: 1, Very positive: 0, Neutral: 0, Suma: -9
Archivo: ../pos/12219_10.txt, Es: Positivo, Negative: 19, Positive: 16, Very negative: 0, Very positive: 4, Neutral: 4, Suma: 5
Archivo: ../pos/1221_7.txt, Es: Positivo, Negative: 14, Positive: 5, Very negative: 0, Very positive: 0, Neutral: 3, Suma: -9
Archivo: ../pos/12220_8.txt, Es: Positivo, Negative: 1, Positive: 1, Very negative: 0, Very positive: 1, Neutral: 0, Suma: 2
Archivo: ../pos/12221_8.txt, Es: Positivo, Negative: 4, Positive: 1, Very negative: 0, Very positive: 1, Neutral: 3, Suma: -1
Archivo: ../pos/12222_10.txt, Es: Positivo, Negative: 3, Positive: 0, Very negative: 0, Very positive: 0, Neutral: 3, Suma: -3
Archivo: ../pos/12223_10.txt, Es: Positivo, Negative: 5, Positive: 5, Very negative: 0, Very positive: 0, Neutral: 1, Suma: 0
Archivo: ../pos/12224_9.txt, Es: Positivo, Negative: 1, Positive: 0, Very negative: 0, Very positive: 0, Neutral: 0, Suma: -1
Archivo: ../pos/12225_7.txt, Es: Positivo, Negative: 4, Positive: 7, Very negative: 0, Very positive: 0, Neutral: 1, Suma: 3
Archivo: ../pos/12226_8.txt, Es: Positivo, Negative: 8, Positive: 8, Very negative: 0, Very positive: 1, Neutral: 2, Suma: 2
Archivo: ../pos/12227_7.txt, Es: Positivo, Negative: 9, Positive: 8, Very negative: 1, Very positive: 2, Neutral: 1, Suma: 1
Archivo: ../pos/12228_8.txt, Es: Positivo, Negative: 13, Positive: 8, Very negative: 1, Very positive: 0, Neutral: 4, Suma: -7
Archivo: ../pos/12229_9.txt, Es: Positivo, Negative: 3, Positive: 6, Very negative: 0, Very positive: 0, Neutral: 1, Suma: 3
Archivo: ../pos/1222_10.txt, Es: Positivo, Negative: 6, Positive: 7, Very negative: 0, Very positive: 1, Neutral: 0, Suma: 3
Archivo: ../pos/12230_9.txt, Es: Positivo, Negative: 14, Positive: 6, Very negative: 0, Very positive: 0, Neutral: 6, Suma: -8
Archivo: ../pos/12231_10.txt, Es: Positivo, Negative: 2, Positive: 0, Very negative: 0, Very positive: 0, Neutral: 0, Suma: -2
Archivo: ../pos/12232_8.txt, Es: Positivo, Negative: 7, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 1, Suma: -5
Archivo: ../pos/12233_8.txt, Es: Positivo, Negative: 8, Positive: 5, Very negative: 0, Very positive: 3, Neutral: 1, Suma: 3
Archivo: ../pos/12234_8.txt, Es: Positivo, Negative: 13, Positive: 5, Very negative: 0, Very positive: 0, Neutral: 2, Suma: -8
Archivo: ../pos/12235_7.txt, Es: Positivo, Negative: 7, Positive: 2, Very negative: 1, Very positive: 0, Neutral: 1, Suma: -7
Archivo: ../pos/12236_10.txt, Es: Positivo, Negative: 6, Positive: 4, Very negative: 0, Very positive: 0, Neutral: 1, Suma: -2
Archivo: ../pos/12237_10.txt, Es: Positivo, Negative: 5, Positive: 3, Very negative: 1, Very positive: 1, Neutral: 2, Suma: -2
Archivo: ../pos/12238_8.txt, Es: Positivo, Negative: 9, Positive: 8, Very negative: 0, Very positive: 0, Neutral: 4, Suma: -1
Archivo: ../pos/12239_10.txt, Es: Positivo, Negative: 6, Positive: 3, Very negative: 0, Very positive: 0, Neutral: 0, Suma: -3
Archivo: ../pos/1223_7.txt, Es: Positivo, Negative: 4, Positive: 3, Very negative: 0, Very positive: 0, Neutral: 4, Suma: -1
Archivo: ../pos/12240_8.txt, Es: Positivo, Negative: 3, Positive: 3, Very negative: 0, Very positive: 1, Neutral: 2, Suma: 2
Archivo: ../pos/12241_10.txt, Es: Positivo, Negative: 12, Positive: 1, Very negative: 1, Very positive: 0, Neutral: 0, Suma: -13
Archivo: ../pos/12242_10.txt, Es: Positivo, Negative: 6, Positive: 1, Very negative: 0, Very positive: 0, Neutral: 2, Suma: -5
Archivo: ../pos/12243_8.txt, Es: Positivo, Negative: 3, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 0, Suma: -1
Archivo: ../pos/12244_7.txt, Es: Positivo, Negative: 10, Positive: 7, Very negative: 0, Very positive: 0, Neutral: 1, Suma: -3
Archivo: ../pos/12246_9.txt, Es: Positivo, Negative: 2, Positive: 6, Very negative: 0, Very positive: 1, Neutral: 0, Suma: 6
Archivo: ../pos/12248_7.txt, Es: Positivo, Negative: 11, Positive: 3, Very negative: 1, Very positive: 1, Neutral: 4, Suma: -8
Archivo: ../pos/12249_8.txt, Es: Positivo, Negative: 4, Positive: 3, Very negative: 0, Very positive: 0, Neutral: 2, Suma: -1
Archivo: ../pos/1224_9.txt, Es: Positivo, Negative: 1, Positive: 0, Very negative: 0, Very positive: 2, Neutral: 0, Suma: 3
Archivo: ../pos/12250_10.txt, Es: Positivo, Negative: 5, Positive: 8, Very negative: 0, Very positive: 1, Neutral: 2, Suma: 5
Archivo: ../neg/0_3.txt, Es: Negativo, Negative: 5, Positive: 1, Very negative: 1, Very positive: 0, Neutral: 1, Suma: -6
Archivo: ../neg/10000_4.txt, Es: Negativo, Negative: 12, Positive: 1, Very negative: 4, Very positive: 1, Neutral: 0, Suma: -17
Archivo: ../neg/10001_4.txt, Es: Negativo, Negative: 8, Positive: 1, Very negative: 0, Very positive: 0, Neutral: 2, Suma: -7
Archivo: ../neg/10002_1.txt, Es: Negativo, Negative: 11, Positive: 0, Very negative: 1, Very positive: 0, Neutral: 0, Suma: -13
Archivo: ../neg/10003_1.txt, Es: Negativo, Negative: 18, Positive: 2, Very negative: 2, Very positive: 0, Neutral: 0, Suma: -20
Archivo: ../neg/10004_3.txt, Es: Negativo, Negative: 5, Positive: 0, Very negative: 0, Very positive: 0, Neutral: 1, Suma: -5
Archivo: ../neg/10005_3.txt, Es: Negativo, Negative: 8, Positive: 6, Very negative: 0, Very positive: 0, Neutral: 8, Suma: -2
Archivo: ../neg/10006_4.txt, Es: Negativo, Negative: 6, Positive: 0, Very negative: 1, Very positive: 0, Neutral: 1, Suma: -8
Archivo: ../neg/10007_1.txt, Es: Negativo, Negative: 4, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 0, Suma: -2
Archivo: ../neg/10008_2.txt, Es: Negativo, Negative: 17, Positive: 3, Very negative: 0, Very positive: 0, Neutral: 5, Suma: -14
Archivo: ../neg/10009_1.txt, Es: Negativo, Negative: 14, Positive: 3, Very negative: 0, Very positive: 0, Neutral: 2, Suma: -11
Archivo: ../neg/1000_4.txt, Es: Negativo, Negative: 6, Positive: 0, Very negative: 1, Very positive: 0, Neutral: 1, Suma: -8
Archivo: ../neg/10010_3.txt, Es: Negativo, Negative: 4, Positive: 6, Very negative: 0, Very positive: 0, Neutral: 1, Suma: 2
Archivo: ../neg/10011_3.txt, Es: Negativo, Negative: 6, Positive: 0, Very negative: 2, Very positive: 0, Neutral: 2, Suma: -10
Archivo: ../neg/10012_1.txt, Es: Negativo, Negative: 5, Positive: 1, Very negative: 1, Very positive: 0, Neutral: 0, Suma: -6
Archivo: ../neg/10013_1.txt, Es: Negativo, Negative: 4, Positive: 1, Very negative: 1, Very positive: 0, Neutral: 4, Suma: -5
Archivo: ../neg/10014_2.txt, Es: Negativo, Negative: 2, Positive: 1, Very negative: 0, Very positive: 0, Neutral: 1, Suma: -1
Archivo: ../neg/10015_2.txt, Es: Negativo, Negative: 4, Positive: 0, Very negative: 0, Very positive: 0, Neutral: 1, Suma: -4
Archivo: ../neg/10016_4.txt, Es: Negativo, Negative: 6, Positive: 3, Very negative: 0, Very positive: 0, Neutral: 0, Suma: -3
Archivo: ../neg/10017_4.txt, Es: Negativo, Negative: 5, Positive: 1, Very negative: 0, Very positive: 0, Neutral: 3, Suma: -4
Archivo: ../neg/10018_3.txt, Es: Negativo, Negative: 1, Positive: 0, Very negative: 1, Very positive: 0, Neutral: 0, Suma: -3
Archivo: ../neg/10019_3.txt, Es: Negativo, Negative: 20, Positive: 1, Very negative: 2, Very positive: 0, Neutral: 8, Suma: -23
Archivo: ../neg/1001_4.txt, Es: Negativo, Negative: 6, Positive: 0, Very negative: 0, Very positive: 0, Neutral: 1, Suma: -6
Archivo: ../neg/10020_3.txt, Es: Negativo, Negative: 11, Positive: 3, Very negative: 1, Very positive: 1, Neutral: 1, Suma: -8
Archivo: ../neg/10021_2.txt, Es: Negativo, Negative: 4, Positive: 0, Very negative: 3, Very positive: 0, Neutral: 1, Suma: -10
Archivo: ../neg/10022_4.txt, Es: Negativo, Negative: 23, Positive: 5, Very negative: 2, Very positive: 0, Neutral: 2, Suma: -22
Archivo: ../neg/10023_1.txt, Es: Negativo, Negative: 4, Positive: 2, Very negative: 2, Very positive: 0, Neutral: 0, Suma: -6
Archivo: ../neg/10024_3.txt, Es: Negativo, Negative: 14, Positive: 1, Very negative: 1, Very positive: 0, Neutral: 1, Suma: -15
Archivo: ../neg/10025_1.txt, Es: Negativo, Negative: 19, Positive: 5, Very negative: 0, Very positive: 0, Neutral: 5, Suma: -14
Archivo: ../neg/10026_2.txt, Es: Negativo, Negative: 8, Positive: 4, Very negative: 1, Very positive: 0, Neutral: 3, Suma: -6
Archivo: ../neg/10027_1.txt, Es: Negativo, Negative: 7, Positive: 0, Very negative: 1, Very positive: 1, Neutral: 0, Suma: -7
Archivo: ../neg/10028_2.txt, Es: Negativo, Negative: 9, Positive: 3, Very negative: 2, Very positive: 0, Neutral: 1, Suma: -10
Archivo: ../neg/10029_1.txt, Es: Negativo, Negative: 12, Positive: 0, Very negative: 1, Very positive: 0, Neutral: 1, Suma: -14
Archivo: ../neg/1002_3.txt, Es: Negativo, Negative: 3, Positive: 0, Very negative: 2, Very positive: 0, Neutral: 0, Suma: -7
Archivo: ../neg/10030_1.txt, Es: Negativo, Negative: 18, Positive: 7, Very negative: 1, Very positive: 0, Neutral: 5, Suma: -13
